Run	Real_ratio	Bp	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
0	1.1495	10000	three_prime_UTR	759948	29604523	37770	4.97	1279974	4.32	1.1495	0	0	0	
0	0.6048	10000	transposable_element	759948	29604523	77527	10.20	4993718	16.87	0.6048	0	0	0	
0	0.4205	10000	transposable_element_gene	759948	29604523	18136	2.39	1680274	5.68	0.4205	0	0	0	
0	0.6098	10000	transposon_fragment	759948	29604523	76172	10.02	4866205	16.44	0.6098	0	0	0	
1	1.1276	10000	CDS	882931	29476540	254882	28.87	8621452	29.25	0.9870	0	0	1	*****
1	1.2774	10000	DNA_replication_origin	882931	29476540	17674	2.00	1042716	3.54	0.5659	0	0	1	*****
1	1.0771	10000	DNAseI_hypersensitive_site	882931	29476540	118157	13.38	3859169	13.09	1.0222	0	0	1	*****
1	1.0223	10000	exon	882931	29476540	359847	40.76	12245036	41.54	0.9811	0	0	1	*****
1	1.0341	10000	five_prime_UTR	882931	29476540	22471	2.55	826656	2.80	0.9075	0	0	1	*****
1	1.1447	10000	gene	882931	29476540	440371	49.88	15563398	52.80	0.9446	0	0	1	*****
1	1.0783	10000	mRNA	882931	29476540	486568	55.11	17091857	57.98	0.9504	0	0	1	*****
1	1.2578	10000	miRNA	882931	29476540	90	0.01	9246	0.03	0.3250	0	0	1	*****
1	0.5390	10000	ncRNA	882931	29476540	1690	0.19	182006	0.62	0.3100	0	0	1	
1	1.0382	10000	open_chromatin_state_1	882931	29476540	97394	11.03	3350206	11.37	0.9705	0	0	1	*****
1	1.2968	10000	open_chromatin_state_2	882931	29476540	92507	10.48	3001807	10.18	1.0288	0	0	1	*****
1	1.2202	10000	open_chromatin_state_3	882931	29476540	102586	11.62	3017564	10.24	1.1350	0	0	1	*****
1	1.0334	10000	open_chromatin_state_4	882931	29476540	136453	15.45	4629497	15.71	0.9840	0	0	1	*****
1	1.0076	10000	open_chromatin_state_5	882931	29476540	126950	14.38	4291450	14.56	0.9876	0	0	1	*****
1	1.0748	10000	open_chromatin_state_6	882931	29476540	104457	11.83	3202893	10.87	1.0888	1	0	0	
1	1.1448	10000	open_chromatin_state_7	882931	29476540	73224	8.29	3054726	10.36	0.8003	0	0	1	*****
1	0.7367	10000	open_chromatin_state_8	882931	29476540	75141	8.51	2325309	7.89	1.0788	1	0	0	*****
1	0.2011	10000	open_chromatin_state_9	882931	29476540	74219	8.41	2602981	8.83	0.9519	1	0	0	*****
1	1.1566	10000	protein	882931	29476540	376311	42.62	13223468	44.86	0.9501	0	0	1	*****
1	0.8835	10000	pseudogene	882931	29476540	4551	0.52	220952	0.75	0.6876	0	0	1	
1	0.9621	10000	pseudogenic_exon	882931	29476540	4510	0.51	202977	0.69	0.7418	0	0	1	
1	0.8835	10000	pseudogenic_transcript	882931	29476540	4551	0.52	220952	0.75	0.6876	0	0	1	
1	0.7181	10000	satellite	882931	29476540	52607	5.96	1851315	6.28	0.9487	1	0	0	*****
1	0.0000	10000	snRNA	882931	29476540	175	0.02	162	0.00	36.0639	1	0	0	
1	0.0000	10000	snoRNA	882931	29476540	0	0.00	2174	0.01	0.0000	0	1	0	
1	0.1837	10000	tRNA	882931	29476540	1589	0.18	13751	0.05	3.8578	1	0	0	*****
1	1.1495	10000	three_prime_UTR	882931	29476540	37114	4.20	1280630	4.34	0.9675	0	0	1	*****
1	0.6048	10000	transposable_element	882931	29476540	130929	14.83	4940316	16.76	0.8848	1	0	0	*****
1	0.4205	10000	transposable_element_gene	882931	29476540	48316	5.47	1650094	5.60	0.9775	1	0	0	*****
1	0.6098	10000	transposon_fragment	882931	29476540	130309	14.76	4812068	16.33	0.9040	1	0	0	*****
2	1.1276	10000	CDS	884124	29475347	257703	29.15	8618631	29.24	0.9968	0	0	2	*****
2	1.2774	10000	DNA_replication_origin	884124	29475347	22927	2.59	1037463	3.52	0.7368	0	0	2	*****
2	1.0771	10000	DNAseI_hypersensitive_site	884124	29475347	115235	13.03	3862091	13.10	0.9947	0	0	2	*****
2	1.0223	10000	exon	884124	29475347	383566	43.38	12221317	41.46	1.0463	1	0	1	
2	1.0341	10000	five_prime_UTR	884124	29475347	25359	2.87	823768	2.79	1.0263	0	0	2	*****
2	1.1447	10000	gene	884124	29475347	464890	52.58	15538879	52.72	0.9974	0	0	2	*****
2	1.0783	10000	mRNA	884124	29475347	526900	59.60	17051525	57.85	1.0302	0	0	2	*****
2	1.2578	10000	miRNA	884124	29475347	168	0.02	9168	0.03	0.6109	0	0	2	*****
2	0.5390	10000	ncRNA	884124	29475347	6388	0.72	177308	0.60	1.2011	1	0	1	
2	1.0382	10000	open_chromatin_state_1	884124	29475347	99532	11.26	3348068	11.36	0.9911	0	0	2	*****
2	1.2968	10000	open_chromatin_state_2	884124	29475347	88877	10.05	3005437	10.20	0.9859	0	0	2	*****
2	1.2202	10000	open_chromatin_state_3	884124	29475347	97068	10.98	3023082	10.26	1.0705	0	0	2	*****
2	1.0334	10000	open_chromatin_state_4	884124	29475347	123473	13.97	4642477	15.75	0.8867	0	0	2	*****
2	1.0076	10000	open_chromatin_state_5	884124	29475347	105936	11.98	4312464	14.63	0.8190	0	0	2	*****
2	1.0748	10000	open_chromatin_state_6	884124	29475347	113406	12.83	3193944	10.84	1.1837	2	0	0	
2	1.1448	10000	open_chromatin_state_7	884124	29475347	113525	12.84	3014425	10.23	1.2555	1	0	1	
2	0.7367	10000	open_chromatin_state_8	884124	29475347	57901	6.55	2342549	7.95	0.8240	2	0	0	*****
2	0.2011	10000	open_chromatin_state_9	884124	29475347	84406	9.55	2592794	8.80	1.0853	2	0	0	*****
2	1.1566	10000	protein	884124	29475347	391557	44.29	13208222	44.81	0.9883	0	0	2	*****
2	0.8835	10000	pseudogene	884124	29475347	14886	1.68	210617	0.71	2.3563	1	0	1	
2	0.9621	10000	pseudogenic_exon	884124	29475347	14685	1.66	192802	0.65	2.5393	1	0	1	
2	0.8835	10000	pseudogenic_transcript	884124	29475347	14886	1.68	210617	0.71	2.3563	1	0	1	
2	0.7181	10000	satellite	884124	29475347	45280	5.12	1858642	6.31	0.8122	2	0	0	*****
2	0.0000	10000	snRNA	884124	29475347	0	0.00	337	0.00	0.0000	1	1	0	
2	0.0000	10000	snoRNA	884124	29475347	0	0.00	2174	0.01	0.0000	0	2	0	
2	0.1837	10000	tRNA	884124	29475347	538	0.06	14802	0.05	1.2117	2	0	0	*****
2	1.1495	10000	three_prime_UTR	884124	29475347	38546	4.36	1279198	4.34	1.0046	0	0	2	*****
2	0.6048	10000	transposable_element	884124	29475347	151293	17.11	4919952	16.69	1.0252	2	0	0	*****
2	0.4205	10000	transposable_element_gene	884124	29475347	66945	7.57	1631465	5.54	1.3680	2	0	0	*****
2	0.6098	10000	transposon_fragment	884124	29475347	149734	16.94	4792643	16.26	1.0416	2	0	0	*****
3	1.1276	10000	CDS	880775	29478696	245916	27.92	8630418	29.28	0.9537	0	0	3	*****
3	1.2774	10000	DNA_replication_origin	880775	29478696	13755	1.56	1046635	3.55	0.4399	0	0	3	*****
3	1.0771	10000	DNAseI_hypersensitive_site	880775	29478696	93161	10.58	3884165	13.18	0.8027	0	0	3	*****
3	1.0223	10000	exon	880775	29478696	336957	38.26	12267926	41.62	0.9193	1	0	2	
3	1.0341	10000	five_prime_UTR	880775	29478696	23084	2.62	826043	2.80	0.9353	0	0	3	*****
3	1.1447	10000	gene	880775	29478696	440880	50.06	15562889	52.79	0.9481	0	0	3	*****
3	1.0783	10000	mRNA	880775	29478696	478730	54.35	17099695	58.01	0.9370	0	0	3	*****
3	1.2578	10000	miRNA	880775	29478696	150	0.02	9186	0.03	0.5465	0	0	3	*****
3	0.5390	10000	ncRNA	880775	29478696	3386	0.38	180310	0.61	0.6285	2	0	1	
3	1.0382	10000	open_chromatin_state_1	880775	29478696	75597	8.58	3372003	11.44	0.7503	0	0	3	*****
3	1.2968	10000	open_chromatin_state_2	880775	29478696	78142	8.87	3016172	10.23	0.8671	0	0	3	*****
3	1.2202	10000	open_chromatin_state_3	880775	29478696	67900	7.71	3052250	10.35	0.7445	0	0	3	*****
3	1.0334	10000	open_chromatin_state_4	880775	29478696	143337	16.27	4622613	15.68	1.0378	1	0	2	
3	1.0076	10000	open_chromatin_state_5	880775	29478696	184539	20.95	4233861	14.36	1.4588	1	0	2	
3	1.0748	10000	open_chromatin_state_6	880775	29478696	93086	10.57	3214264	10.90	0.9693	2	0	1	
3	1.1448	10000	open_chromatin_state_7	880775	29478696	94094	10.68	3033856	10.29	1.0380	1	0	2	
3	0.7367	10000	open_chromatin_state_8	880775	29478696	65828	7.47	2334622	7.92	0.9437	3	0	0	*****
3	0.2011	10000	open_chromatin_state_9	880775	29478696	78252	8.88	2598948	8.82	1.0077	3	0	0	*****
3	1.1566	10000	protein	880775	29478696	382780	43.46	13216999	44.84	0.9693	0	0	3	*****
3	0.8835	10000	pseudogene	880775	29478696	10882	1.24	214621	0.73	1.6970	2	0	1	
3	0.9621	10000	pseudogenic_exon	880775	29478696	10759	1.22	196728	0.67	1.8304	2	0	1	
3	0.8835	10000	pseudogenic_transcript	880775	29478696	10882	1.24	214621	0.73	1.6970	2	0	1	
3	0.7181	10000	satellite	880775	29478696	60626	6.88	1843296	6.25	1.1008	3	0	0	*****
3	0.0000	10000	snRNA	880775	29478696	0	0.00	337	0.00	0.0000	1	2	0	
3	0.0000	10000	snoRNA	880775	29478696	0	0.00	2174	0.01	0.0000	0	3	0	
3	0.1837	10000	tRNA	880775	29478696	1011	0.11	14329	0.05	2.3614	3	0	0	*****
3	1.1495	10000	three_prime_UTR	880775	29478696	32366	3.67	1285378	4.36	0.8428	0	0	3	*****
3	0.6048	10000	transposable_element	880775	29478696	131781	14.96	4939464	16.76	0.8929	3	0	0	*****
3	0.4205	10000	transposable_element_gene	880775	29478696	39503	4.49	1658907	5.63	0.7970	3	0	0	*****
3	0.6098	10000	transposon_fragment	880775	29478696	131387	14.92	4810990	16.32	0.9140	3	0	0	*****
4	1.1276	10000	CDS	894946	29464525	266219	29.75	8610115	29.22	1.0180	0	0	4	*****
4	1.2774	10000	DNA_replication_origin	894946	29464525	56592	6.32	1003798	3.41	1.8561	1	0	3	
4	1.0771	10000	DNAseI_hypersensitive_site	894946	29464525	127122	14.20	3850204	13.07	1.0870	1	0	3	
4	1.0223	10000	exon	894946	29464525	389517	43.52	12215366	41.46	1.0498	2	0	2	
4	1.0341	10000	five_prime_UTR	894946	29464525	29901	3.34	819226	2.78	1.2017	1	0	3	
4	1.1447	10000	gene	894946	29464525	473358	52.89	15530411	52.71	1.0035	0	0	4	*****
4	1.0783	10000	mRNA	894946	29464525	528074	59.01	17050351	57.87	1.0197	0	0	4	*****
4	1.2578	10000	miRNA	894946	29464525	0	0.00	9336	0.03	0.0000	0	0	4	*****
4	0.5390	10000	ncRNA	894946	29464525	7370	0.82	176326	0.60	1.3761	3	0	1	
4	1.0382	10000	open_chromatin_state_1	894946	29464525	111700	12.48	3335900	11.32	1.1024	1	0	3	
4	1.2968	10000	open_chromatin_state_2	894946	29464525	101671	11.36	2992643	10.16	1.1185	0	0	4	*****
4	1.2202	10000	open_chromatin_state_3	894946	29464525	97899	10.94	3022251	10.26	1.0665	0	0	4	*****
4	1.0334	10000	open_chromatin_state_4	894946	29464525	143605	16.05	4622345	15.69	1.0228	1	0	3	
4	1.0076	10000	open_chromatin_state_5	894946	29464525	114455	12.79	4303945	14.61	0.8755	1	0	3	
4	1.0748	10000	open_chromatin_state_6	894946	29464525	96041	10.73	3211309	10.90	0.9846	2	0	2	
4	1.1448	10000	open_chromatin_state_7	894946	29464525	83219	9.30	3044731	10.33	0.8999	1	0	3	
4	0.7367	10000	open_chromatin_state_8	894946	29464525	57879	6.47	2342571	7.95	0.8135	4	0	0	*****
4	0.2011	10000	open_chromatin_state_9	894946	29464525	88477	9.89	2588723	8.79	1.1252	4	0	0	*****
4	1.1566	10000	protein	894946	29464525	389254	43.49	13210525	44.84	0.9701	0	0	4	*****
4	0.8835	10000	pseudogene	894946	29464525	8506	0.95	216997	0.74	1.2905	3	0	1	
4	0.9621	10000	pseudogenic_exon	894946	29464525	7567	0.85	199920	0.68	1.2461	3	0	1	
4	0.8835	10000	pseudogenic_transcript	894946	29464525	8506	0.95	216997	0.74	1.2905	3	0	1	
4	0.7181	10000	satellite	894946	29464525	54312	6.07	1849610	6.28	0.9668	4	0	0	*****
4	0.0000	10000	snRNA	894946	29464525	175	0.02	162	0.00	35.5652	2	2	0	
4	0.0000	10000	snoRNA	894946	29464525	252	0.03	1922	0.01	4.3167	1	3	0	
4	0.1837	10000	tRNA	894946	29464525	219	0.02	15121	0.05	0.4768	4	0	0	*****
4	1.1495	10000	three_prime_UTR	894946	29464525	40327	4.51	1277417	4.34	1.0394	0	0	4	*****
4	0.6048	10000	transposable_element	894946	29464525	158595	17.72	4912650	16.67	1.0629	4	0	0	*****
4	0.4205	10000	transposable_element_gene	894946	29464525	61325	6.85	1637085	5.56	1.2333	4	0	0	*****
4	0.6098	10000	transposon_fragment	894946	29464525	157930	17.65	4784447	16.24	1.0868	4	0	0	*****
5	1.1276	10000	CDS	885271	29474200	272869	30.82	8603465	29.19	1.0560	0	0	5	*****
5	1.2774	10000	DNA_replication_origin	885271	29474200	34540	3.90	1025850	3.48	1.1210	1	0	4	
5	1.0771	10000	DNAseI_hypersensitive_site	885271	29474200	123413	13.94	3853913	13.08	1.0662	1	0	4	
5	1.0223	10000	exon	885271	29474200	365528	41.29	12239355	41.53	0.9943	2	0	3	
5	1.0341	10000	five_prime_UTR	885271	29474200	26603	3.01	822524	2.79	1.0768	2	0	3	
5	1.1447	10000	gene	885271	29474200	475870	53.75	15527899	52.68	1.0203	0	0	5	*****
5	1.0783	10000	mRNA	885271	29474200	515099	58.19	17063326	57.89	1.0051	0	0	5	*****
5	1.2578	10000	miRNA	885271	29474200	190	0.02	9146	0.03	0.6917	0	0	5	*****
5	0.5390	10000	ncRNA	885271	29474200	1964	0.22	181732	0.62	0.3598	3	0	2	
5	1.0382	10000	open_chromatin_state_1	885271	29474200	111610	12.61	3335990	11.32	1.1139	2	0	3	
5	1.2968	10000	open_chromatin_state_2	885271	29474200	102681	11.60	2991633	10.15	1.1427	0	0	5	*****
5	1.2202	10000	open_chromatin_state_3	885271	29474200	90221	10.19	3029929	10.28	0.9914	0	0	5	*****
5	1.0334	10000	open_chromatin_state_4	885271	29474200	135685	15.33	4630265	15.71	0.9756	1	0	4	
5	1.0076	10000	open_chromatin_state_5	885271	29474200	129661	14.65	4288739	14.55	1.0066	1	0	4	
5	1.0748	10000	open_chromatin_state_6	885271	29474200	87472	9.88	3219878	10.92	0.9045	2	0	3	
5	1.1448	10000	open_chromatin_state_7	885271	29474200	94460	10.67	3033490	10.29	1.0367	1	0	4	
5	0.7367	10000	open_chromatin_state_8	885271	29474200	63359	7.16	2337091	7.93	0.9026	5	0	0	*****
5	0.2011	10000	open_chromatin_state_9	885271	29474200	70122	7.92	2607078	8.85	0.8955	5	0	0	*****
5	1.1566	10000	protein	885271	29474200	410014	46.32	13189765	44.75	1.0350	0	0	5	*****
5	0.8835	10000	pseudogene	885271	29474200	5327	0.60	220176	0.75	0.8055	3	0	2	
5	0.9621	10000	pseudogenic_exon	885271	29474200	4800	0.54	202687	0.69	0.7885	3	0	2	
5	0.8835	10000	pseudogenic_transcript	885271	29474200	5327	0.60	220176	0.75	0.8055	3	0	2	
5	0.7181	10000	satellite	885271	29474200	61299	6.92	1842623	6.25	1.1076	5	0	0	*****
5	0.0000	10000	snRNA	885271	29474200	0	0.00	337	0.00	0.0000	2	3	0	
5	0.0000	10000	snoRNA	885271	29474200	163	0.02	2011	0.01	2.6986	2	3	0	
5	0.1837	10000	tRNA	885271	29474200	72	0.01	15268	0.05	0.1570	4	0	1	
5	1.1495	10000	three_prime_UTR	885271	29474200	35594	4.02	1282150	4.35	0.9243	0	0	5	*****
5	0.6048	10000	transposable_element	885271	29474200	135082	15.26	4936163	16.75	0.9111	5	0	0	*****
5	0.4205	10000	transposable_element_gene	885271	29474200	40265	4.55	1658145	5.63	0.8085	5	0	0	*****
5	0.6098	10000	transposon_fragment	885271	29474200	132614	14.98	4809763	16.32	0.9180	5	0	0	*****
6	1.1276	10000	CDS	887840	29471631	251364	28.31	8624970	29.27	0.9674	0	0	6	*****
6	1.2774	10000	DNA_replication_origin	887840	29471631	29152	3.28	1031238	3.50	0.9384	1	0	5	
6	1.0771	10000	DNAseI_hypersensitive_site	887840	29471631	116792	13.15	3860534	13.10	1.0042	1	0	5	
6	1.0223	10000	exon	887840	29471631	348511	39.25	12256372	41.59	0.9439	2	0	4	
6	1.0341	10000	five_prime_UTR	887840	29471631	24363	2.74	824764	2.80	0.9806	2	0	4	
6	1.1447	10000	gene	887840	29471631	458673	51.66	15545096	52.75	0.9794	0	0	6	*****
6	1.0783	10000	mRNA	887840	29471631	497705	56.06	17080720	57.96	0.9672	0	0	6	*****
6	1.2578	10000	miRNA	887840	29471631	186	0.02	9150	0.03	0.6748	0	0	6	*****
6	0.5390	10000	ncRNA	887840	29471631	3650	0.41	180046	0.61	0.6729	4	0	2	
6	1.0382	10000	open_chromatin_state_1	887840	29471631	96571	10.88	3351029	11.37	0.9566	2	0	4	
6	1.2968	10000	open_chromatin_state_2	887840	29471631	94021	10.59	3000293	10.18	1.0402	0	0	6	*****
6	1.2202	10000	open_chromatin_state_3	887840	29471631	89629	10.10	3030521	10.28	0.9817	0	0	6	*****
6	1.0334	10000	open_chromatin_state_4	887840	29471631	134646	15.17	4631304	15.71	0.9651	1	0	5	
6	1.0076	10000	open_chromatin_state_5	887840	29471631	160784	18.11	4257616	14.45	1.2536	2	0	4	
6	1.0748	10000	open_chromatin_state_6	887840	29471631	105396	11.87	3201954	10.86	1.0926	3	0	3	
6	1.1448	10000	open_chromatin_state_7	887840	29471631	73716	8.30	3054234	10.36	0.8012	1	0	5	
6	0.7367	10000	open_chromatin_state_8	887840	29471631	52949	5.96	2347501	7.97	0.7487	6	0	0	*****
6	0.2011	10000	open_chromatin_state_9	887840	29471631	80128	9.03	2597072	8.81	1.0242	6	0	0	*****
6	1.1566	10000	protein	887840	29471631	393071	44.27	13206708	44.81	0.9880	0	0	6	*****
6	0.8835	10000	pseudogene	887840	29471631	4926	0.55	220577	0.75	0.7413	3	0	3	
6	0.9621	10000	pseudogenic_exon	887840	29471631	4517	0.51	202970	0.69	0.7387	3	0	3	
6	0.8835	10000	pseudogenic_transcript	887840	29471631	4926	0.55	220577	0.75	0.7413	3	0	3	
6	0.7181	10000	satellite	887840	29471631	62318	7.02	1841604	6.25	1.1233	6	0	0	*****
6	0.0000	10000	snRNA	887840	29471631	0	0.00	337	0.00	0.0000	2	4	0	
6	0.0000	10000	snoRNA	887840	29471631	0	0.00	2174	0.01	0.0000	2	4	0	
6	0.1837	10000	tRNA	887840	29471631	145	0.02	15195	0.05	0.3168	5	0	1	
6	1.1495	10000	three_prime_UTR	887840	29471631	35287	3.97	1282457	4.35	0.9134	0	0	6	*****
6	0.6048	10000	transposable_element	887840	29471631	133779	15.07	4937466	16.75	0.8994	6	0	0	*****
6	0.4205	10000	transposable_element_gene	887840	29471631	40680	4.58	1657730	5.62	0.8146	6	0	0	*****
6	0.6098	10000	transposon_fragment	887840	29471631	130543	14.70	4811834	16.33	0.9006	6	0	0	*****
7	1.1276	10000	CDS	875305	29484166	269801	30.82	8606533	29.19	1.0560	0	0	7	*****
7	1.2774	10000	DNA_replication_origin	875305	29484166	47602	5.44	1012788	3.44	1.5832	2	0	5	
7	1.0771	10000	DNAseI_hypersensitive_site	875305	29484166	111044	12.69	3866282	13.11	0.9675	1	0	6	
7	1.0223	10000	exon	875305	29484166	394137	45.03	12210746	41.41	1.0873	3	0	4	
7	1.0341	10000	five_prime_UTR	875305	29484166	30167	3.45	818960	2.78	1.2408	3	0	4	
7	1.1447	10000	gene	875305	29484166	486739	55.61	15517030	52.63	1.0566	0	0	7	*****
7	1.0783	10000	mRNA	875305	29484166	545930	62.37	17032495	57.77	1.0797	1	0	6	
7	1.2578	10000	miRNA	875305	29484166	347	0.04	8989	0.03	1.3003	1	0	6	
7	0.5390	10000	ncRNA	875305	29484166	1252	0.14	182444	0.62	0.2312	4	0	3	
7	1.0382	10000	open_chromatin_state_1	875305	29484166	118498	13.54	3329102	11.29	1.1990	3	0	4	
7	1.2968	10000	open_chromatin_state_2	875305	29484166	77900	8.90	3016414	10.23	0.8699	0	0	7	*****
7	1.2202	10000	open_chromatin_state_3	875305	29484166	103128	11.78	3017022	10.23	1.1514	0	0	7	*****
7	1.0334	10000	open_chromatin_state_4	875305	29484166	130939	14.96	4635011	15.72	0.9516	1	0	6	
7	1.0076	10000	open_chromatin_state_5	875305	29484166	116076	13.26	4302324	14.59	0.9088	2	0	5	
7	1.0748	10000	open_chromatin_state_6	875305	29484166	95999	10.97	3211351	10.89	1.0070	3	0	4	
7	1.1448	10000	open_chromatin_state_7	875305	29484166	93817	10.72	3034133	10.29	1.0415	1	0	6	
7	0.7367	10000	open_chromatin_state_8	875305	29484166	59241	6.77	2341209	7.94	0.8523	7	0	0	*****
7	0.2011	10000	open_chromatin_state_9	875305	29484166	79707	9.11	2597493	8.81	1.0336	7	0	0	*****
7	1.1566	10000	protein	875305	29484166	412238	47.10	13187541	44.73	1.0530	0	0	7	*****
7	0.8835	10000	pseudogene	875305	29484166	8494	0.97	217009	0.74	1.3185	4	0	3	
7	0.9621	10000	pseudogenic_exon	875305	29484166	8401	0.96	199086	0.68	1.4214	4	0	3	
7	0.8835	10000	pseudogenic_transcript	875305	29484166	8494	0.97	217009	0.74	1.3185	4	0	3	
7	0.7181	10000	satellite	875305	29484166	54258	6.20	1849664	6.27	0.9881	7	0	0	*****
7	0.0000	10000	snRNA	875305	29484166	0	0.00	337	0.00	0.0000	2	5	0	
7	0.0000	10000	snoRNA	875305	29484166	0	0.00	2174	0.01	0.0000	2	5	0	
7	0.1837	10000	tRNA	875305	29484166	146	0.02	15194	0.05	0.3237	6	0	1	
7	1.1495	10000	three_prime_UTR	875305	29484166	38572	4.41	1279172	4.34	1.0157	0	0	7	*****
7	0.6048	10000	transposable_element	875305	29484166	134092	15.32	4937153	16.75	0.9149	7	0	0	*****
7	0.4205	10000	transposable_element_gene	875305	29484166	60936	6.96	1637474	5.55	1.2535	7	0	0	*****
7	0.6098	10000	transposon_fragment	875305	29484166	129366	14.78	4813011	16.32	0.9054	7	0	0	*****
8	1.1276	10000	CDS	886792	29472679	271276	30.59	8605058	29.20	1.0477	0	0	8	*****
8	1.2774	10000	DNA_replication_origin	886792	29472679	40248	4.54	1020142	3.46	1.3112	3	0	5	
8	1.0771	10000	DNAseI_hypersensitive_site	886792	29472679	109524	12.35	3867802	13.12	0.9411	1	0	7	
8	1.0223	10000	exon	886792	29472679	379712	42.82	12225171	41.48	1.0323	4	0	4	
8	1.0341	10000	five_prime_UTR	886792	29472679	22837	2.58	826290	2.80	0.9186	3	0	5	
8	1.1447	10000	gene	886792	29472679	478782	53.99	15524987	52.68	1.0250	0	0	8	*****
8	1.0783	10000	mRNA	886792	29472679	513851	57.94	17064574	57.90	1.0008	1	0	7	
8	1.2578	10000	miRNA	886792	29472679	335	0.04	9001	0.03	1.2369	1	0	7	
8	0.5390	10000	ncRNA	886792	29472679	13009	1.47	170687	0.58	2.5330	5	0	3	
8	1.0382	10000	open_chromatin_state_1	886792	29472679	103777	11.70	3343823	11.35	1.0315	3	0	5	
8	1.2968	10000	open_chromatin_state_2	886792	29472679	92502	10.43	3001812	10.19	1.0242	0	0	8	*****
8	1.2202	10000	open_chromatin_state_3	886792	29472679	88978	10.03	3031172	10.28	0.9756	0	0	8	*****
8	1.0334	10000	open_chromatin_state_4	886792	29472679	154445	17.42	4611505	15.65	1.1131	2	0	6	
8	1.0076	10000	open_chromatin_state_5	886792	29472679	125105	14.11	4293295	14.57	0.9685	2	0	6	
8	1.0748	10000	open_chromatin_state_6	886792	29472679	106021	11.96	3201329	10.86	1.1007	4	0	4	
8	1.1448	10000	open_chromatin_state_7	886792	29472679	93710	10.57	3034240	10.30	1.0264	1	0	7	
8	0.7367	10000	open_chromatin_state_8	886792	29472679	61668	6.95	2338782	7.94	0.8763	8	0	0	*****
8	0.2011	10000	open_chromatin_state_9	886792	29472679	60586	6.83	2616614	8.88	0.7695	8	0	0	*****
8	1.1566	10000	protein	886792	29472679	408070	46.02	13191709	44.76	1.0281	0	0	8	*****
8	0.8835	10000	pseudogene	886792	29472679	15616	1.76	209887	0.71	2.4728	5	0	3	
8	0.9621	10000	pseudogenic_exon	886792	29472679	15072	1.70	192415	0.65	2.6033	5	0	3	
8	0.8835	10000	pseudogenic_transcript	886792	29472679	15616	1.76	209887	0.71	2.4728	5	0	3	
